textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 11/02/2020 03:47:55 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,2722,0,96,180,,229,505,0,0,57,57,562,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,2180,0,56,81,,113,250,0,0,36,36,286,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,1743,0,27,53,,71,151,0,0,32,32,183,,No Report
United Republic of Tanzania,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,108,108,,1,2,0,0,3,,,12,12,15,,No Report
United Republic of Tanzania,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,0,0,,0,0,0,0,0,,,0,0,0,,No Report
United Republic of Tanzania,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,50,50,,20,10,0,0,30,,,0,0,30,,No Report
United Republic of Tanzania,African Region of WHO,Eastern Africa,2019,52,12/23/2019,12/29/2019,9,9,,0,0,0,0,0,,,0,0,0,,No Report
United States of America,Region of the Americas of WHO,North America,2019,49,12/2/2019,12/8/2019,3017,3017,,512,83,,3,598,13,631,218,862,1460,1557,No Report
United States of America,Region of the Americas of WHO,North America,2019,50,12/9/2019,12/15/2019,3356,3356,,618,78,,7,703,15,766,346,1127,1830,1526,No Report
United States of America,Region of the Americas of WHO,North America,2019,51,12/16/2019,12/22/2019,3816,3816,,903,50,,19,972,13,1020,320,1353,2325,1491,No Report
United States of America,Region of the Americas of WHO,North America,2019,52,12/23/2019,12/29/2019,4044,4044,,1191,86,,20,1297,22,1234,346,1602,2899,1145,No Report
United States of America,Region of the Americas of WHO,North America,2020,1,12/30/2019,1/5/2020,4040,4040,,1209,101,,27,1337,15,1181,240,1436,2773,1267,No Report
United States of America,Region of the Americas of WHO,North America,2020,2,1/6/2020,1/12/2020,3922,3922,,1162,80,,18,1260,18,954,236,1208,2468,1454,No Report
United States of America,Region of the Americas of WHO,North America,2020,3,1/13/2020,1/19/2020,4090,4090,,1337,54,,79,1470,8,915,256,1179,2649,1441,No Report
United States of America,Region of the Americas of WHO,North America,2020,4,1/20/2020,1/26/2020,3470,3470,,1257,53,,23,1333,7,826,159,992,2325,1145,No Report
United States of America,Region of the Americas of WHO,North America,2020,5,1/27/2020,2/2/2020,2129,2129,,810,36,,52,898,2,393,72,467,1365,764,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2019,49,12/2/2019,12/8/2019,,14,0,0,0,,0,0,0,0,0,0,0,14,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2019,50,12/9/2019,12/15/2019,,8,0,0,0,,0,0,0,0,0,0,0,8,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2019,51,12/16/2019,12/22/2019,,10,0,,0,,0,0,0,0,0,0,0,10,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2020,2,1/6/2020,1/12/2020,,2,0,0,0,,0,0,0,0,0,0,0,2,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2020,3,1/13/2020,1/19/2020,,4,0,2,0,,0,2,0,0,0,0,2,2,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2020,4,1/20/2020,1/26/2020,,1,0,0,0,,0,0,0,0,0,0,0,1,No Report
Uruguay,Region of the Americas of WHO,Temperate South America,2020,5,1/27/2020,2/2/2020,,2,0,0,0,,0,0,0,0,0,0,0,2,No Report
Uzbekistan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,7,0,0,0,,0,0,0,0,6,6,6,,No Report
Uzbekistan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,5,0,0,0,,0,0,0,0,1,1,1,,No Report
Uzbekistan,European Region of WHO,Central Asia,2019,51,12/16/2019,12/22/2019,,3,0,0,0,,0,0,0,0,2,2,2,,No Report
Uzbekistan,European Region of WHO,Central Asia,2019,52,12/23/2019,12/29/2019,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Uzbekistan,European Region of WHO,Central Asia,2020,1,12/30/2019,1/5/2020,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Uzbekistan,European Region of WHO,Central Asia,2020,2,1/6/2020,1/12/2020,,5,0,2,0,,0,2,0,0,0,0,2,,No Report
Uzbekistan,European Region of WHO,Central Asia,2020,3,1/13/2020,1/19/2020,,6,0,4,0,,0,4,0,0,0,0,4,,No Report
Uzbekistan,European Region of WHO,Central Asia,2020,4,1/20/2020,1/26/2020,,4,0,1,0,,0,1,0,0,0,0,1,,No Report
Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2019,49,12/2/2019,12/8/2019,,6,0,3,0,,0,3,1,1,0,2,5,1,No Report
Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2019,50,12/9/2019,12/15/2019,,3,0,0,0,,0,0,0,0,0,0,0,3,No Report
Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2019,51,12/16/2019,12/22/2019,,3,0,0,0,,0,0,0,0,0,0,0,3,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,19,19,,3,2,,,5,0,1,0,1,6,13,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,15,15,,7,0,,,7,0,0,0,0,7,8,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,18,18,,7,0,,,7,0,0,0,0,7,11,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,38,38,,4,3,,,7,,,0,0,7,28,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,69,69,,3,10,,,13,,,4,4,17,50,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,155,155,,9,26,,,35,,,11,11,46,98,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,276,276,,21,61,,,82,,,9,9,91,166,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,176,176,,22,41,,,63,,,1,1,64,100,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,210,210,,21,24,,,45,,,11,11,56,125,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,172,172,,21,27,,,48,,,3,3,51,101,No Report
West Bank and Gaza Strip,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,146,146,,18,14,,,32,,,4,4,36,95,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,92,92,,21,3,,,24,,,0,0,24,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,77,77,,29,1,,,30,,,0,0,30,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,78,78,,19,3,,,22,,,0,0,22,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,76,76,,20,4,,,24,,,1,1,25,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,51,51,,17,1,,,18,,,0,0,18,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,44,44,,8,1,,,9,,,0,0,9,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,23,33,,5,,,,5,,,0,0,5,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,5,1/27/2020,2/2/2020,17,17,,3,,,,3,,,0,0,3,,No Report
Yemen,Eastern Mediterranean Region of WHO,Western Asia,2020,6,2/3/2020,2/9/2020,12,4,,1,,,,1,,,0,0,1,,No Report
Zambia,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,47,47,,0,5,0,0,5,0,0,0,0,5,,No Report
Zambia,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,50,50,,0,1,0,0,1,0,0,0,0,1,,No Report
Zambia,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,47,47,,0,4,0,0,4,0,0,1,1,5,,No Report
Zambia,African Region of WHO,Eastern Africa,2019,52,12/23/2019,12/29/2019,43,43,,0,1,0,0,1,0,0,0,0,1,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,1,12/30/2019,1/5/2020,13,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,2,1/6/2020,1/12/2020,36,6,,0,0,0,2,2,0,0,0,0,2,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,3,1/13/2020,1/19/2020,26,16,,0,0,0,0,0,0,0,0,0,0,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,4,1/20/2020,1/26/2020,18,6,,0,0,0,0,0,0,0,0,0,0,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,5,1/27/2020,2/2/2020,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Zambia,African Region of WHO,Eastern Africa,2020,6,2/3/2020,2/9/2020,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
